tweet,sentiment
tampoco ayer se presento el plan del gobierno para rentabilizar el patrimonio inmobiliario inutilizado segun denuncia de la vicepresidenta.,2
()  que tengan la total y absoluta certeza que de esta situacion vamos a salir pronto (rajoy),-1
no hay mejor manera de conocer las cosas que verlas in situ. es mejor ver las cosas con tus propios ojos que te las cuenten.,1
"haz lo que amas, y hazlo a menudo",-1
"nueva subasta de bonos. el tesoro tratara de captar hasta . millones de euros con vencimiento en ,  y ",1
"conseguir de bruselas un objetivo de deficit para  del % del menguante pib, pieza esencial de una estrategia de sensatez y crecimiento.",2
estrategia sostenible de reduccion del deficit debe reconocer la caida de ingresos y que debemos pasar del recorte a la reforma del gasto.,2
kofi annan anuncia que entrara pronto a siria como mediador en el conflicto twurl,2
"bdias. que habeis pensado al ver las imagenes de barcelona en la portada de em? yo, que viene una escalada de violencia contra rajoy.",2
portada el pais twurl ..,-1
portada abc twurl ..,-1
portada la razon twurl ..,-1
"el radicalismo ideologico/religioso de candidatos republicanos usa les da muchos titulares, pero pocos votos.",2
portada la gaceta twurl ..,-1
portada marca twurl ..,-1
portada la vanguardia twurl ..,-1
portada as twurl,-1
el aspirante republicano romney gana los caucus en el estado de wyoming con el  % de los votos frente al  % de rick santorum,1
buenos dias a todos!,-1
los reyes presidieron  concierto n memoria victimas dl terrorismo.asistieron tambin la vicepresidenta gobierno y ministros cultura e interior,-1
buen jueves,1
portada que  twurl,-1
chiste de gila: un individuo dando pualadas a otro y un tercero le dice: pero dejelo ya! y el responde: pues que deje de llamarme asesino!,2
"el gobierno destituye al policia carlos german, jefe de investigacion del caso faisan. el autor del informe que no decia nada.",2
en el blog: manifestarse es legitimo twurl,-1
os deseo un gran dia!!,1
"en  provincias espaolas hubo ayer concentraciones, solo en bna hubo actos violentos. merece reflexion",-1
porque se amotinan las gentes y los pueblos trazan planes vanos? salmo  como veis nada nuevo bajo el sol!,2
si los sindicatos creen que la indignacion y el malestar social se traducira en apoyo sindical ante una huelga general me temo que se equivocan,2
escucho a gallardon en la radio decir que no hay nada mas progresista que defender la constitucion. nada mas?,-1
..y a gallardon le estaban preguntando por el aborto.,-1
a por el jueves . comenzamos tras  horas de medicos ;-),1
"enhorabuena a la sevillana marina alabau, campeona de europa rs:por de vela y que ha conseguido clasificarse para londres ",1
cuando sigues a gente de todo el mundo en twitter te pasas el dia entero recibiendo buenos dias y buenas noches..,1
"buenos dias tengamos, si podemos..",-1
"hoy primera mascleta de fallas en valencia, a la . la echare de menos. como tantos valencianos lejos de valencia : (",2
aqui os dejo el enlace a mi perfil original de facebook los demas son todos falsos!! twurl,-1
es verdad que quienes se gastaron el dinero del desempleo en coca y amiguetes lideran las pancartas en andalucia junto a quienes lo conocian?,2
tiene su gracia que el pp enarbole ahora la constitucion.  de los  diputados de ap no la votaron en su momento.,-1
"la ap- y la b- abiertas ya, a la altura de la universidad autonoma barcelona,despues de que un grupo de estudiantes las cortara durante m",2
el gobierno y las autonomias acuerdan un calendario vacunal para toda espaa. twurl,1
consejerosdemedios que critican empresarios dsd posiciones progres pero logran pelotazos mill mientras su medio pierde twurl,2
rutas de cine por andalucia promocionara los lugares de rodaje. twurl,-1
"la crisis aumenta la concentracion en los medios. duopolio en tv, menos diarios y el negocio de internet en pocas manos twurl",2
repute lo que dije ayer.  la decision de corea del norte congelando plan nuclear? buena noticia.  necesaria cautela y audacia.,2
"buenos dias a todos! que locura de dias, que legalicen la clonacion pronto, que no llego a todo!",1
xavier vidal-folch desmonta con datos algunos mitos sobre el deficit autonomico y el 'despilfarro'. twurl,2
"los bancos ofrecen credito preferente a los municipios al % de interes para pagar deudas, mientras lo  reciben del bce al %. otro chollo",-1
el psoe en madrid ha dado ejemplo de democracia interna debatiendo publicamente. quizas algun dia en espaa se aplique a todos los partidos,-1
no somos espectadores pasivos de un mundo de objetos sino somos cocreadores de un universo de relaciones. jordi pigem,-1
he corrido . km twurl,-1
"disturbios en barcelona. durante la epoca del tripartito a los antisistema se les vio con simpatia desde generalitat. por ejemplo, j. saura",-1
en bruselas a la espera de que empiece el consejo. primero reunion del eurogrupo y de guindos explicando el deficit de espaa,2
originales salidas a la crisis.. el pueblo de rasquera implantara cultivos de marihuana para el autoconsumo twurl,2
"hacienda destituye a los que investigaban gurtel y urdangarin y asciende a pilar valiente, que dimitio por gescartera. twurl",2
en el maracas de malaga! twurl,-1
en asturias el incumplimiento del deficit fue por la recesion y el derrumbe de los ingresos de iva e irpf. mas recorte es mas incumplimiento,2
el ajuste ha fracasado y el objetivo de deficit es imposible. cada recorte provoca mas recesion y menos ingresos. asalto a los derechos.,2
"el psoe sigue grogui, sin recuperase de los mazazos electorales de  y quiza preparandose para otro el m twurl",-1
"no nos pueden pedir que paguemos,  sumiendonos en la recesion y la pobreza. como en islandia, hay que primar la reactivacion y el empleo.",2
la ue cifra en . millones la evasion fiscal en espaa,2
desayunando en el apunto twurl,-1
en periodistas : la brecha movil twurl,-1
dibujito de como imagino manga de usted(    ) twurl me encanta. a mi avatar vas.,1
llegando a madrid despues del gran partido de anoche con la seleccion (-). a la tarde entrenamiento con mi equipo. muchas ganas de ver ..,1
..a mis compaeros y de volver a casita para estar con los mios. que paseis buen dia amigsaludos ,1
no es la unica muestra de descontrol y despilfarro en el ayto de madrid ://t.co/hqfvkyf,2
no quiere decir algo que con lo que paso en bcn el unico diario que ponga en portada porras levantadas contra estudiantes sea el de rubal?,2
gran ambiente y participacion en el mercadillo medieval  twurl,1
reunido con la junta directiva probanco de valencia..,-1
"que fuerte, no? el gobierno indemniza a otegi con . euros por daos morales twurl",2
los mossos llevaran al juez los cultivos de marihuana de rasquera - twurl,-1
em no es uno de ellos mas preocupante es que  diarios inserten las siglas del psoe sobre las llamas. eso si que dice algo.,2
"tiene tarea que los mismos que no hicieron nada para frenar el paro hasta llegar a .. parados , ahora se manifiesten ..tiene tarea",2
vuelvo al ruedo tras unos dias twitter-off. la actualidad no descansa.,2
frutas y verduras ecologicas en pleno centro de valencia twurl,-1
al menos aqui ha imperado la cordura. archivan la causa por cargas policiales contra 'indignados' en plaza catalua twurl,2
foto intervenida: twurl,-1
en la concentracion ciudadana contra la violencia hacia las mujeres twurl,-1
desde hoy en internet hay cosas que no se pueden wert.,2
"en asturias, en el consejo territorial del psoe, donde hemos elegido como su presidente a javier fernandez, nuestro candidato en asturias.",-1
tremendo debate. cual es la frontera de la vida? un articulo en defensa del infanticidio incendia la red twurl,-1
solamente una educacion y sanidad de calidad podemos hablar de igualdad de oportunidades. no nos engaemos.,1
"ya hay protagonistas para la nueva entrega de la pelicula de 'dos tontos muy tontos', alberto y francesca. y es que no tienen rivales",-1
carlos floriano pide a rubalcaba que deje poner palos en la rueda a los que tratan de sacar a espaa de la situacion que su partido dejo,2
el pp pide a rbcb que condene los actos violentos que se han producido en varias ciudades espaolas.,2
pp-a lamenta afrontar la campaa con una rtva que ha decidido no ser neutral y pide la dimision de carrasco twurl,2
"rajoy conseguira que la ue rebaje el deficit a espaa, pero todavia le haran pasar muchos mas examenes",2
"escenas callejeras de madrid..la cosa esta mu malita, hasta pa los perros..twlaugh twurl",2
ccoo y ugt les quitan a las victimas su fecha. aguirre aplaza un dia el homenaje del -m para que no se 'manipule' twurl,2
aguirre aplaza un dia el homenaje del -m para que no se 'manipule' la fecha twurl lo de los sindicatos es ver-gon-zo-so,-1
el pp pide a las direcciones  de ugt y ccoo que impongan cordura a sus responsables en madrid para que no haya movilizaciones el -m.,2
que tristeza da ver la imagen de los disturbios en barcelona abriendo la portada del new york times. es esa la nueva marca espaa?,-1
el primer error fue suprimir la publicidad de tve sin una alternativa seria de financiacion. y las habia,2
floriano (pp) recuerda que ninguna manifestacion a la que han asistido miembros del pp ha terminado con destrozos y quema de contenedores.,-1
quiza la mayor rebeldia es negarse a ser engaados.,0
la bbc es un modelo a seguir. incluso en lo economico. pero no hubo..valor,1
muy pronto diremos que hay que hacer para venir de publico al nuevo programa. que ganass..,1
reunion con el equipo del programa. nos brillan los ojos y no hemos bebido.,1
a las  del medio dia tendre mi encuentro con la prensa mexicana para dar comienzo mi gira acustica en este bello pais.,1
gran pepe. aorado pepe. rubianes 'golea' a la seleccion twurl,-1
"mis  primeros conciertos en esta gira de mexico seran en obregon y hermosillo, sonora.  y  de marzo.",-1
competitividad y solidaridad: un binomio irrenunciable  twurl,1
vale. tu me vas diciendoi si eso..espero que no se te vea el plumero politicamente hablandopierdes muxo publico asi,0
pp-a propondra un pacto en la ue para defender los intereses andaluces en materia agraria y pesquera twurl,1
"empezamos el dia con un buen desayuno aqui en df, huevos rancheros! twurl",1
"nosotros los de iu  nunca hemos compartido la violencia ni de manifestantes, ni de policias. nos confundis con otros.",-1
"me estoy acordando de sabina: a los amigos no hay que contarles las penas, que los entretenga su puta madre pues eso. off. hasta luego",-1
pollo en vez de restaurantes y las copas en casa para sobrevivir a la crisis  twurl,0
"huelgas por recortes en italia oggi stop per  ore di treni, bus e metro ondata di scioperi  a marzo twurl",2
"bueno, os dejo. a levantarse y a empezar la tarea. saludos.",1
voy a comer.. hasta luego familia!!,-1
voy a comer! que me liais! twlaugh,-1
"poder parar  minutos en casa para comer,  me da la vida",-1
alumnos de traduccion e interpretacion reclaman mas cabinas para sus practicas.  twurl,-1
coo! me sigue sabino arana! no sabia que twitter tenia conexion con el mas alla.. mulder!! scally!!,2
la ley del embudo: medio billon de euros para alegrar la economia. los bancos comodos en la parte ancha. los demas jodidos y a punto de caer.,1
"ha muerto dalla.dia triste.se fue un grande.resta in pace,artista.",2
segundo asalto del jueves (@ puente de armian) twurl,2
"el ministro de justicia discrepa de una sentencia de los tribunales, pero sin descalificar ni afectar a su independencia. tomo nota.",2
"pleno en la asamblea de madrid, puedes seguirlo aqui: twurl",-1
"el malo de shrek dando clases en marruecos de como destruir un pais.mientras,bcn colapsada por la coaccion,tambin el canguis de las fse.que imagen!",2
"protesta estudiantil contra los recortes. rajoy quiere que entiendan que las cosas no son faciles. o sea, tendran educacion si la pagan.",2
"tras improvisar con los proveedores, el gobierno se tienta la ropa con techo de gasto y deficit que debe llevar a consejo de ministros",2
el spot promocional del the guardian: como contariamos hoy la noticia de los tres cerditos? twurl,-1
"valmont de milos forman y aguirre o la colera de dios de herzog, entre las peliculas gratis para suscriptores de orbyt este fin de semana.",1
empiezan los acuerdos..egypt says u.s. ngo workers cleared to leave twurl,-1
"en colombia, en aeropuertos.",-1
"poco a poco.pero no hay tiempo!gulf, russian ministers to meet over syria twurl",-1
"de maravilla, estamos editando las baterias y programando. hay mucha electronica en el disco ;)  .. twurl",1
bueno. os dejo otro rato. luego publicare una fotito o algo en mi facebook. ciao.,1
la justicia le ha dado  palazos a sindicatos y psoe en madrid en temas educativos.justicia avala la gestion del gobmadrid,-1
para mi el mejor mes de la temporada! feliz inicio de marzo! que ya llegue la primavera!,1
una de dos. o mantenemos la formula  y vestimos con los trajes de milano o mantenemos la educacion publica. valencia no da para todo.,-1
"buena noticia. baja el riesgo espaa, .%, niveles !",0
rafael nadal buscara lograr un record de espectadores con una exhibicion de tenis en el estadio del real madrid. lo llenaremos!!,1
otra vision. mejor conocerla. persona respetada israels last chance to strike iran: twurl,1
amaiur pide datos al gobierno sobre los policias y la guardia civil en el pais vasco y navarra twurl,2
rosa apuesta por refundar el modelo de estado antes de que nos lo imponga alemania twurl,2
"me parece desafortunado,al margen de legitimo derecho,que cupula de ugt&ccoo escojan -m para manifestacion.recordemos todos a ls victimas",2
"en periodistas : muchos medios, pocos dueos twurl",-1
san telmo vuelve a salir a la luz twurl,-1
"twlaugh, acusada en francia de espiar a empleados y clientes twurl",2
wert propone aumentar las ayudas fiscales a productores y estos piden el % twurl,1
he publicado una foto nueva en facebook twurl,1
anda! esta china es como los sindicalistas de zapatero:  nunca habia visto una manifestacion. : twurl,1
una sugerencia de e. m. cioran: hay que aprender a no tomarse en serio a uno mismo salvo en la oscuridad.,1
solo lleva un mes de jefe y ya tiene a su gente en las barricadas: el sabra. : abc. rubalcaba se manifestara. twurl,-1
"los sindicatos pueden pasar una linea roja. sus manifestaciones para el m son, como madrileo repugnantes, espero que recapaciten.",0
"para lque preguntais, mi pagina de facebook es alejandro sanz oficial twurl",-1
"cristina fdez de kirchner llora al final de su discurso, rememora la guerra contra los espaoles, pide a la gente que no vaya contra ella..",2
zapatero y rubalcaba estaran maana en el mismo sarao. uno a las  y el otro a las . habra plano de los dos juntos? twurl,-1
cristinak termino su discurso de mas de tres horas y los militantes peronistas la aclaman en la calle.el congreso a ratos parecia un estadio,-1
chispea..ojala llueva que falta hace,2
acabo de llegar al compac gran via madrid y me dicen en la puerta que solohoy hay precios especiales. bien!! t vienes?!?,1
"fuentes del gobierno ya solo hablan de cumplir con el deficit de un % en . el , en  parece tema tabu",2
vam rompuy reelegido presidente del consejo europeo,-1
los sindicalistas liberaos justifican su manifestacion el -m (sin respeto a las victimas) porque el -m es puente! caraduras!!,1
"ana botella cambia pago del ibi. mes a mes, en vez de en noviembre. para facilitar el pago a los madrileos o para que ellos la financien?",1
de verdad creo que estan locos: que sindicatos admitan que se manifiestan el -m porque el  es puente me parece de manicomio.,2
llueve! muy poco pero.. llueve en madrid!,-1
"zp estimo en junio de  un ajuste de unos . mill en pge de .. y van a ser unos ., a sumar a los . ya aprobados",1
"estos sindicatos han perdido el juicio definitivamente, !convocan manifestacion -m porque el  es parte del puente del  de marzo!",2
nancy fraser: cada vez que un trabajador norteamericano compra productos chinos baratos esta rebajando su salario. twurl,-1
veo que algunos les molesto mi articulo sobre la mezquita. tiene merito dedicarme tantas palabras sin siquiera citarme twurl,-1
la comunidad de madrid de esperanza aguirre se reserva el derecho a poner nombres a los colegios. incluso a los de titularidad municipal,-1
comunicado de los trabajadores de publico twurl,-1
"con santiago tadeo,presidente del consell insular y alcaldes de menorca  durante el homenaje al baritono joan pons twurl",1
ultimo post en mi blog se enfria el te? se acaba el tea party?  twurl,-1
el derecho de reunion y manifestacion esta en el articulo  de la constitucion. por que se empea el pp en cuestionarlo cuando gobierna?,-1
video de la ovacion que se lleva garzon del congreso argentino por su defensa de la justicia universal: twurl,1
rueda de prensa en la presentacion de la gira acustica en mexico. twurl,-1
"algo mas de lucas y de sus padres, blanca y jose luis..tiene mas ganas de vivir que nadie.. twurl",-1
impresiona ver la reaccion del parlamento argentino en su homenaje y el de su presidenta al juez garzon por su .. twurl,1
y hoy gala de gh: mercedes mila: mi padre ha muerto y quiero compartir su fin con todos vosotros twurl,1
"agotada no, lo siguiente..,oju con el jueves..",-1
"enhorabuena a raul lopez. mumbru, hervelle y compaia por la meritoria clasificacion del bilbao basket para los cuartos de la euroliga.",1
"me encanta que hasta leer sea cuestionado,viva la gente sin vida propia.",1
esperando en bruselas la salida del presidente. nos adelantara algo sobre el deficit de espaa? se duda pero se intenta,2
reunion ordinaria del consejo europeo en bruselas twurl twurl,-1
"oye, ejem, chicos, por cierto, quien mato a roger rabitt?",-1
"dice rubalcaba que el problema no es la violencia, es relacionar la violencia con el psoe. pasmoso.",2
"buenas noches familia twittera, gracias por vuestro apoyo,es un privilegio leer vuestros tweets,no cambies nunca.gente de verdad",1
un honor asistir al homenaje de joan pons y sentarme a su lado compartiendo con el este acto especial para el y familia..,1
como era? una  vez es si dos es no,-1
vaya verguenza! terroristasamaiur pide datos de policias y guardias civiles en el pais vasco y navarra twurl,2
"si en usa o en uk los sindicatos organizan una manifa el s o el j, la ciudadania les quita la green card, y el pasaporte. inimaginable.",-1
no me gusta la nueva actualizacion de twitter para el iphone.,2
rectifico. no es quien mato a roger rabbit? sino quien engao a roger rabbit? no es por nada pero creo que va a dar mucho juego tonight.,0
"hay una cosa que no entiendo ,como puede ser que en una casa tan grande y chula, estuviese siempre su mujer sola! y que el nunca la visitase",2
"espero que lo de roger rabbit se lo expliqueis enseguida los orbyteros valencianos -oh, you, happy few!- a todos los tuiteros espaoles.",-1
yo creo que se pone el los mensajes!! por si acaso paso del yoghurt que tenia de postre.,1
pero no habia perdido el movil? racorr!,2
aficiones raras en la trercera edad,-1
quien pincha ahora?,-1
: adelanto de la portada del diario que! del viernes  de marzo twurl,1
gracias familia por vuestros mensajes!! y por estar siempre apoyandome! os quiero!!,1
rajoy sale del consejo europeo y pide prudencia a los que protestan en espaa. el gobierno tiene que hacer reformas dice,2
cada oveja con su pareja. oveja que bala bocado que pierde. el buey suelto bien s lame. la cabra tira al monte. pero no todo el monte es oregano,2
rajoy recibe un golpe con un microfono. se lo toma bien y dice me voy a poner a una distancia prudencial,1
rajoy acaba de afirmar: haremos unos presupuestos con arreglo a lo que nos parezca sensato y razonable,1
rajoy asegura que nadie en la sesion del consejo le ha preguntado por el deficit de espaa,2
hasta el  de marzo para depositar el voto por correo twurl,-1
mi comunidad crecio  seguidores desde mi sincronizacion en twurl  semanas atras,-1
maana san viernes..buenas noches a todos. y gracias por tantos momentos divertidos y relajantes.,1
por favor esto tengo que contaroslo! twlaugh,1
"buenas noches. esta es la portada de hoy, viernes,  de marzo. twurl",-1
maryland: octavo estado de usa que legaliza matrimonio homosexual.gobernador acaba de firmar.(via),1
me despido por segunda y creo que ultima vez ;) hasta maana.,-1
claaro eso lo explica todo!!,-1
que cortada de rollo,-1
ya estamos con la baerita..,-1
segun vicen navarro hay mayor diversidad ideologica en la tv venezolana que en la nuestra. por que se dice lo contrario?,2
segun nielsen (empresa americana) los canales publicos venezolanos cubren el % de audiencia. el resto la privada. nadie cuenta esto aqui?,2
en canoa? no me jood..,-1
el gobierno ejecuta la sentencia del tedh e indemniza a otegi con . euros twurl,-1
pues me voy a dormir ya.. un besado a todos que descanseis!,1
muy lindo reportaje me hicieron en la revista el grafico que sale este viernes.  la tapa y un anticipo en mi pagina twurl,1
comunicado de la asociacion m afectados del terrorismo sobre la polemica con las protestas sindicales. muy clarito. twurl,2
muy buenas noches!!,1
" y para rematar el dia, diego manrique escribe sobre lucio dalla twurl",-1
me gusta le gente que muestra sus influencias sin complejos felicidades. y mucha suerte. ya os di follow.  .. twurl,1
inmenso ara malikian y el resto de la troupe en el espectaculo divinos twurl,1
la buena musica te eleva. escuchad algo de calidad antes de dormir. noches!,1
puse una fotito en facebook para que veais los estragos de la grabacion. abrazos,1
ayer fue un dia grande para serbia.logra la condicion de candidato a la union poco mas de dos aos despues de solicitarlo,1
bueno a seguir dandole duro al trabajo. abrazos volaores.,-1
eureka.,-1
"seores de esos grandes almacenes que todos sabemos: por muy fantastica que sea la semana, es imposible que dure  dias.",1
buenos dias a todos.,-1
"rescatadas  personas a bordo patera a  millas de catell de ferro, granada,entre ellos  menores.han sido trasladados al puerto de motril",2
el consejo de ministros aprobara hoy el techo de gasto de este ao con el que el gobierno va a elaborar los presupuestos.,1
buenos dias :-)),1
"buenos dias. ante peticiones espaolas sobre el deficit, bruselas adopta el metodo rajoy de resolucion de conflictos: verdes las han segado.",2
"todavia ahora, tras la crisis, el mercado mundial de productos financieros derivados representa  veces el pib mundial.",2
"si es problema la recesion que implica alcanzar este ao un deficit de ,%, que haremos el ao proximo para llegar al %?",2
 elecciones legislativas en iran.  millones de electores elegiran a parlamentarios entre los seguidores de jamenei o ahmadineyad.,-1
"el presidente de rusia, dmitri medvedev, pide a los ciudadanos que acudan este domingo a las urnas para elegir al nuevo jefe del estado(efe)",1
"como pensais!! f de facebook al reves es una t de twitter,t de twitter al reves una f de facebook. twurl via david villadiego",1
"y las  dudas? , que pesaitas..nunca se van de vacaciones?.. por que no os dais una vueltecita por la cabeza de .. twurl",-1
"el deficit es la coartada para recortar y privatizar nuestro estado de medioestar. mientras, dejan que el fraude fiscal campe por los paraisos.",2
un viernes que suena asi.. you make me smile with my heart twurl,-1
"me voy rumbo a canada. os diria que os echare de menos, pero virtualmente os llevo conmigo.",-1
"hoy sale dato de paro registrado de febrero. pinta entre mal. en , +. parados mas. lo comentaremos conen desayunos",2
portada el pais twurl ..,-1
portada abc twurl ..,-1
portada el mundo twurl ..,-1
portada la razon twurl ..,-1
portada la gaceta twurl ..,-1
portada que - madrid twurl ..,-1
portada alerta - el diario de cantabria twurl ..,-1
el psoe se desmarca de los actos violentos y reivindica el derecho a manifestarse (entrevista a soraya rodriguez) twurl.,2
"buenas noches desde ciudad obregon , sonora. nos vemos maana en el concierto, gracias por el recibimiento en el aeropuerto. besos.",1
portada marca twurl ..,-1
portada as twurl,-1
"llueve, por fin en algunas zonas de espaa. en este enlace radar aemet, podeis ver la evolucion de las precipitaciones twurl",-1
"curioso: casi todos los que hoy defienden que ahorrar y crecer son antagonicos en esta crisis, criticaban a quienes lo deciamos hace ya  ao.",2
"nasa realiza con exito,desierto arizona,prueba de caida de orion,vehiculo tripulado que sustituye a trasbordadores n futuras misiones espaciales",-1
buenos dias.. no surrender twurl,-1
b. dias. ahora en herrera en la onda. gracias a r. del pozo por su columna en em: la trampa.,1
"burgos siempre ha sido muy humano, a dif de cuenca :)humanidad en atapuerca y entre nosotros? : twurl",1
buenos dias a todos!,-1
bdias. al presentar en su parlamento a garzon como juez ck se comporto como si argentina fuera ese pais de segunda de los estereotipos.,-1
buen viernes,1
"de vuelta a asturias. ayer gran asistencia al  acto publico en la corua, organizado por namentras, sobre el futuro de la izquierda.",1
"va a ser dificil no sospechar que psoe esta detras de las revueltas callejeras, aunque lo intenten.",2
"va a ser dificil tener en estima a los sindicalistas que, pese a quien pese, se van de puente.",2
homenaje a garzon en el parlamento argentino por su papel en la defensa de la justicia universal. critica de la pta. a su inhabilitacion.,0
"como muestra de la voluntad de lucha contra el fraude y la corrupcion, el pp nombra a pilar valiente implicada en gescartera. quien mejor?",2
"hoy rueda de prensa y acto publico, con coscubiela de icv y el candidato autonomico  de iu jesus iglesias, en mieres.",-1
"en el blog, sobre los sindicatos y el m: utilizar a las victimas twurl",-1
hay alguien trabajando en el concepto teletransportacion?,-1
lo que mas me gustaba de viaje a las estrellas (nombre viejuno de star trek) era como se teletransportaban de la nave a los planetillas.,1
"que horror, que cifra tan mala. el paro supera los , millones al aumentar en febrero en . personas twurl",2
hoy es viernes y los sueos brillan mas!!,1
buenas!! twurl,-1
"vaya, me podrian haber avisado antes.. twurl",-1
. nuevos parados se suman al desastre de las politicas de recortes del psoe y del pp. eso si es violencia.,2
buenos dias,-1
todas las medidas de ajuste siguen conduciendo a aumentar el paro. mientras se sigue facilitando la especulacion a la banca.,2
"francia obligara a llevar alcoholimetro en el coche, tambien a los visitantes ocasionales. twurl",2
"esta bien echar la culpa del paro a la reforma laboral, sobre todo porque no habia entrado en vigor.",2
"se me acabo el recreo. salu, planeta creativo.",1
"-quitese el cinturon, los zapatos, la cartera.. saque el ordenador de la maleta- que glamouroso esto de volar#borreguismoaereo",2
buenos dias! de camino a jaen!;-),1
el fan-omeno bustamante twurl gracias!,1
coscubiela de icv - euia en mieres.,-1
"el paro se situa en . en los ultimos  meses,  personas han perdido su empleo",2
en twurl podreis encontrar toda la informacion de los conciertos de tour mio ! os espero!;-),1
gran noticia. torres dulce ordena investigar los restos de los vagones del m. ojala sirva para algo.,1
reunido con wwf . buscando espacios de encuentro para trabajar,-1
"bueno, pues por fin voy a embarcar (no hay alguna palabra menos absurda para subirse a un avion? )",-1
los restos no serviran para averiguar que estallo; si para perseguir a quienes los ocultaron. esa es la utilidad de lo que descubrio ld.,2
"bueno, pues por fin voy a embarcar (no hay alguna palabra menos absurda para subirse a un avion? ) buen viaje!",1
estos son los primeros detalles. el fiscal general ordena investigar los restos de los trenes del -m twurl,-1
entre mis maravillosos folowercetes hay gente que juega al padel?,1
hoy llegare pronto a jaen.. antes del concierto me gustaria jugar un padel!!,1
ciao! luego seguimos!!,-1
para cuidar el cuerpo: un nutriente de la carne de las aves y algunos pescados mejora la salud cardiaca de las mujeres twurl,1
"para cuidar la mente, con unas risas: el descuido pezonal coincide con el premio que mas duele a un merengue twurl",1
"es repugnante que se utilice el m para criminalizar  las movilizaciones de los sindicatos. antes  desorden y violencia, ahora terrorismo",2
"mana, en la gaceta, y la confusion del ministro (fernandez), el mismo que debio morderse la lengua.gracias jefa!!",-1
las grandes oportunidades en la vida suelen venir disfrazadas de malas noticias.,2
el paro registrado sube en . personas en su peor febrero en tres aos twurl,2
el fiscal general del estado ordena investigar el hallazgo de uno de los trenes del -m / en un almacen de villaverde twurl,-1
caete: no habra un nuevo plan hidrologico antes de dos aos twurl,2
"el actor madrileo quique camoiras ha muerto esta madrugada en madrid, a los  aos, a causa de un derrame cerebral. (efe)",2
dos cc.aa. crean empleo este mes: baleares y extremadura.. hay que seguir trabajando y mucho..,1
ojala iran logre una transicion hacia la democracia menos traumatica que la de siria twurl,-1
los que lo ven todo claro son espiritus oscuros. gran frase de guerra junqueiro a unamuno. y muy actual twurl,1
"el desempleo femenino disminuye un ,% en nuestra region en febrero.. los menores de  aos han descendido un ,%..",-1
en  y  el sueldo de guindos crecio un %. en la calle no pedimos tanto: solo queremos que genere empleo.,1
uno se pregunta realmente compra alguien juegos de playstation  en una gasolinera?todo tiene una explicacion.. twlaugh,1
 paises firman en bruselas el tratado de estabilidad. falta la ratificacion en los respectivos parlamentos.,2
la rueda de prensa del presidente en bruselas esta prevista antes que la de la vicepresidenta en madrid tras el consejo,-1
he publicado una foto nueva en facebook twurl,1
como es la ley de murphy.. llueve!,-1
acabamos de confirmar en hacienda que montoro no tiene cuenta en twitter. alguien le ha suplantado para dar por muerto a chavez.,2
"twurl polonia de ayer. primer gag, nuevo personaje : arenas!!;)",1
consejo de ministros aprueba hoy previsiones economicas para . pero a esta hora esta pendiente de bruselas por si tiene que cambiarlas,1
"nuestro vino del viernes: con ywsid en madrid , aqui teneis el regajal con:tempranillo, c sauvig., syrah, merlot twurl",1
a ver una peli.. luego os cuento! abrazo!!,1
la orden de torres dulce de investigar los restos de los trenes obliga a la fiscalia a recurrir el archivo de la causa contra manzano.,2
torres-dulce se dirige a la grada donde estan los hooligans de su equipo y les lanza un gesto de apoyo y animo twurl,1
la tendencia del paro vuelve a empeorar. el habitual brote verde de primavera no esta claro que se produzca este ao twurl,2
no es alucinante? la guardia civil detiene a un matrimonio por 'detencion ilegal' de su hija de  aos twurl,2
fuego que no cesa: twurl,-1
"nuestra deuda publica es  puntos inferior a la media europea, nuestra tasa de paro el doble..y nos penalizan por lo primero!!",2
"el deficit sera en  del ,. lo confirma rajoy en bruselas",2
"rajoy anuncia que el objetivo de deficit sera del ,%. , puntos mas de lo que pedia europa. atentos a la reaccion de bruselas",2
"rajoy sostiene que cumple los procedimientos al fijar el objetivo de deficit al , en vez del , que marca el plan de estabilidad.",2
"rajoy anuncia tras el consejo europeo que el objetivo de deficit para el proximo ao sera del ,%. mas informacion en rtve.es",2
rajoy: '% de deficit esta dentro de la normativa. supera el ' pero no cree que afecte negativamente a los mercados,2
"rajoy niega que este incumplimiento del objetivo de deficit nos vaya a afectar en los mercados. dice que el hace reformas, no anuncios.",2
rajoy dice que el objetivo de deficit esta dentro de la normativa y que no teme ningun expediente de la comision europea,0
rajoy afirma que cumplira el % en ,1
"bajar el deficit del , al , como ha anunciado rajoy supone mas esfuerzo que hacerlo del  al ,% comprometidos ante la comision.",2
descripcion del totalitarismo en  de orwell. existe realmente el big brother?. cuestion mal planteada. el que no existes eres tu.,2
"el objetivo de deficit para este ao sera el ,%. bruselas no tendra mas remedio que aceptarlo. aun asi habra + recortes:. millones.",2
"contradicciones? no las ve rajoy entre creer en la austeridad y en el plan de estabilidad y pasarse , puntos el objetivo de deficit.",2
"rajoy dice que el ,% no incumple el pacto de estabilidad porque si lograra el % en . aqui una explicacion twurl",2
"ojo, el ,% es mucho mas de lo previsto, pero aun asi supone un recorte de . millones. y en , mucho mas, .",2
y como se van a creer en bruselas que rajoy cumplira en  el objetivo de deficit si no lo hace en ?,2
